id,time,vol,ph,solids,hardness,oil,bod
IND67B,1514658596215,7257.0,7.0,68.0,93.0,2.0,7.0
IND67B,1514662199142,7244.0,6.7,72.4,93.1,1.0,6.0
IND67B,1514665797906,7176.0,6.3,68.1,96.1,1.0,6.5
IND67B,1514669402845,7260.0,6.7,66.0,99.4,1.0,6.0
IND67B,1514673001531,7204.0,6.6,70.0,95.2,1.0,8.9
IND67B,1514676596242,7214.0,6.6,66.4,99.1,2.6,10.7
IND67B,1514680200148,7250.0,7.0,71.2,99.2,3.9,8.0
IND67B,1514683801388,7265.0,7.2,72.9,96.1,1.1,8.2
IND67B,1514687397621,7363.0,7.0,68.2,91.4,1.0,6.0
IND67B,1514691002068,7419.0,7.3,67.0,88.7,2.7,6.0
IND67B,1514694604533,7437.0,7.5,65.0,88.3,1.0,6.0
IND67B,1514698196663,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514701801972,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514705402420,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514708997378,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514712604822,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514716204942,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514719798378,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514723402235,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514726996432,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514730603852,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514734203487,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514737804959,7124.0,5.8,76.6,93.4,5.5,6.0
IND67B,1514741399154,7140.0,6.1,76.2,91.7,8.5,6.0
IND67B,1514744997830,7131.0,6.1,72.5,96.1,8.9,10.7
IND67B,1514748602817,7077.0,6.3,75.7,100.2,11.0,11.0
IND67B,1514752202113,7077.0,6.4,77.6,104.3,11.0,11.0
IND67B,1514755798522,7178.0,6.2,76.8,103.2,9.3,10.2
IND67B,1514759401433,7233.0,5.8,77.7,100.8,10.2,11.0
IND67B,1514763003869,7153.0,5.8,81.0,104.2,8.4,11.0
IND67B,1514766603927,7101.0,6.1,78.4,105.8,7.0,8.4
IND67B,1514770200022,7077.0,5.9,75.7,106.9,11.0,9.4
IND67B,1514773796787,7077.0,5.8,70.9,110.3,8.3,8.4
IND67B,1514777405252,7137.0,5.8,72.5,107.2,9.0,9.2
IND67B,1514780995991,7145.0,5.8,75.9,111.6,11.0,8.6
IND67B,1514784595687,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514788201619,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514791795448,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514795399435,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514798996065,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514802595931,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514806197693,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514809804683,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514813400682,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514817003599,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514820599290,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514824203527,7433.0,6.7,67.9,119.9,8.0,6.0
IND67B,1514827805273,7437.0,7.1,69.8,122.7,11.0,6.0
IND67B,1514831403556,7370.0,7.3,70.3,118.8,11.0,6.6
IND67B,1514834997943,7353.0,7.6,66.3,121.6,11.0,6.0
IND67B,1514838596444,7387.0,7.6,69.2,118.4,11.0,8.2
IND67B,1514842200806,7392.0,7.6,67.2,119.5,11.0,7.5
IND67B,1514845799540,7321.0,7.5,64.1,121.2,9.8,11.0
IND67B,1514849400223,7398.0,7.6,65.5,124.5,10.5,11.0
IND67B,1514852995691,7437.0,7.4,64.7,121.3,7.8,10.5
IND67B,1514856602798,7437.0,7.7,60.9,119.9,5.5,11.0
IND67B,1514860195750,7437.0,7.3,57.3,121.4,10.0,8.7
IND67B,1514863802125,7425.0,7.1,55.2,125.3,11.0,11.0
IND67B,1514867397543,7437.0,7.5,56.0,128.5,6.6,11.0
IND67B,1514871004861,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514874603608,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514878198448,0.0,0.0,0.0,0.0,0.0,0.0
IND67B,1514881801958,0.0,0.0,0.0,0.0,0.0,0.0
