id,time,vol
IND18A,1514658601666,24186.0
IND18A,1514662201815,24170.0
IND18A,1514665799835,24139.0
IND18A,1514669402322,24090.0
IND18A,1514672996584,24013.0
IND18A,1514676601245,24029.0
IND18A,1514680197376,23961.0
IND18A,1514683796576,23911.0
IND18A,1514687399609,23890.0
IND18A,1514691004868,23857.0
IND18A,1514694596354,23837.0
IND18A,1514698195501,23817.0
IND18A,1514701797897,23805.0
IND18A,1514705400275,23744.0
IND18A,1514708998789,23840.0
IND18A,1514712604878,23821.0
IND18A,1514716197808,23809.0
IND18A,1514719798268,23886.0
IND18A,1514723404261,23805.0
IND18A,1514727004929,23839.0
IND18A,1514730603906,23804.0
IND18A,1514734196057,23750.0
IND18A,1514737802715,23704.0
IND18A,1514741398317,23758.0
IND18A,1514745003947,23805.0
IND18A,1514748598657,23899.0
IND18A,1514752204359,23923.0
IND18A,1514755796742,23905.0
IND18A,1514759401345,23932.0
IND18A,1514763005232,23959.0
IND18A,1514766604454,23977.0
IND18A,1514770197270,23970.0
IND18A,1514773804549,24045.0
IND18A,1514777397618,23979.0
IND18A,1514781002221,24041.0
IND18A,1514784599444,24131.0
IND18A,1514788197810,24066.0
IND18A,1514791803080,24007.0
IND18A,1514795403596,23975.0
IND18A,1514798998241,23895.0
IND18A,1514802601532,23975.0
IND18A,1514806205056,24047.0
IND18A,1514809800939,24061.0
IND18A,1514813404949,24018.0
IND18A,1514816997201,23972.0
IND18A,1514820598001,23924.0
IND18A,1514824199776,23891.0
IND18A,1514827801270,23851.0
IND18A,1514831395771,23887.0
IND18A,1514834996060,23803.0
IND18A,1514838601479,23720.0
IND18A,1514842205057,23619.0
IND18A,1514845804540,23701.0
IND18A,1514849398252,23662.0
IND18A,1514853003751,23606.0
IND18A,1514856602446,23596.0
IND18A,1514860196992,23584.0
IND18A,1514863795798,23584.0
IND18A,1514867403124,23673.0
IND18A,1514871004735,23704.0
IND18A,1514874601550,23795.0
IND18A,1514878203833,23750.0
IND18A,1514881804631,23766.0
IND18A,1514885404369,23836.0
IND18A,1514889003670,23748.0
IND18A,1514892599662,23688.0
IND18A,1514896196486,23663.0
IND18A,1514899796234,23714.0
IND18A,1514903397508,23614.0
IND18A,1514906998713,23674.0
IND18A,1514910600178,23680.0
IND18A,1514914202745,23711.0
IND18A,1514917797691,23679.0
IND18A,1514921398550,23679.0
IND18A,1514925003395,23640.0
IND18A,1514928595449,23584.0
IND18A,1514932202218,23621.0
IND18A,1514935799052,23617.0
IND18A,1514939403678,23584.0
IND18A,1514943003517,23584.0
IND18A,1514946602363,23584.0
IND18A,1514950201277,23632.0
IND18A,1514953801471,23687.0
IND18A,1514957402756,23650.0
IND18A,1514960997310,23652.0
IND18A,1514964605379,23610.0
IND18A,1514968201503,23584.0
IND18A,1514971805142,23651.0
IND18A,1514975399969,23649.0
IND18A,1514978995716,23596.0
IND18A,1514982597903,23687.0
IND18A,1514986203189,23588.0
IND18A,1514989801019,23628.0
IND18A,1514993397023,23611.0
IND18A,1514997004938,23584.0
IND18A,1515000605068,23617.0
IND18A,1515004204956,23603.0
IND18A,1515007796940,23663.0
IND18A,1515011404630,23757.0
IND18A,1515015003763,23686.0
IND18A,1515018602591,23678.0
IND18A,1515022195999,23621.0
IND18A,1515025798579,23584.0
IND18A,1515029397529,23584.0
IND18A,1515033000743,23643.0
IND18A,1515036601317,23716.0
IND18A,1515040204922,23622.0
IND18A,1515043801144,23713.0
IND18A,1515047397748,23746.0
IND18A,1515051002933,23693.0
IND18A,1515054596910,23653.0
IND18A,1515058198388,23629.0
IND18A,1515061801487,23642.0
IND18A,1515065402080,23653.0
IND18A,1515068996318,23707.0
IND18A,1515072603483,23749.0
IND18A,1515076199801,23844.0
IND18A,1515079801585,23797.0
IND18A,1515083401697,23752.0
IND18A,1515086996534,23840.0
IND18A,1515090605344,23899.0
IND18A,1515094197261,23887.0
IND18A,1515097802696,23905.0
IND18A,1515101397238,23944.0
IND18A,1515105002106,23997.0
IND18A,1515108597203,24087.0
IND18A,1515112195936,24056.0
IND18A,1515115798695,24059.0
IND18A,1515119403879,23987.0
IND18A,1515123005324,24060.0
IND18A,1515126601180,24097.0
IND18A,1515130198960,24010.0
IND18A,1515133803810,24007.0
IND18A,1515137405083,24002.0
IND18A,1515140999086,23916.0
IND18A,1515144605345,23941.0
IND18A,1515148205184,23936.0
IND18A,1515151795806,23882.0
IND18A,1515155395903,23950.0
IND18A,1515159003747,24014.0
IND18A,1515162601967,23958.0
IND18A,1515166199468,23932.0
IND18A,1515169804802,24010.0
IND18A,1515173399914,23918.0
IND18A,1515177005416,23964.0
IND18A,1515180604004,24018.0
IND18A,1515184200628,23941.0
IND18A,1515187798774,23853.0
IND18A,1515191399165,23883.0
IND18A,1515195001540,23843.0
IND18A,1515198602030,23754.0
IND18A,1515202197165,23719.0
IND18A,1515205801659,23817.0
IND18A,1515209404255,23784.0
IND18A,1515213005009,23751.0
IND18A,1515216599634,23710.0
IND18A,1515220200520,23744.0
IND18A,1515223798612,23742.0
IND18A,1515227402664,23789.0
IND18A,1515230996769,23786.0
IND18A,1515234601830,23808.0
IND18A,1515238199965,23811.0
IND18A,1515241797369,23833.0
IND18A,1515245400929,23807.0
IND18A,1515248998558,23773.0
IND18A,1515252601565,23724.0
IND18A,1515256196676,23799.0
IND18A,1515259799520,23755.0
IND18A,1515263397173,23790.0
IND18A,1515266995697,23703.0
IND18A,1515270596018,23705.0
IND18A,1515274203097,23663.0
IND18A,1515277795978,23750.0
IND18A,1515281403248,23757.0
IND18A,1515284996903,23730.0
IND18A,1515288597824,23801.0
IND18A,1515292204069,23737.0
IND18A,1515295797883,23712.0
IND18A,1515299404880,23751.0
IND18A,1515302998084,23679.0
IND18A,1515306595721,23638.0
IND18A,1515310199820,23663.0
IND18A,1515313804357,23691.0
IND18A,1515317398780,23707.0
IND18A,1515320996051,23776.0
IND18A,1515324603882,23777.0
IND18A,1515328197832,23861.0
IND18A,1515331801291,23900.0
IND18A,1515335398520,23945.0
IND18A,1515339001891,23922.0
IND18A,1515342602771,23906.0
IND18A,1515346197771,23891.0
IND18A,1515349795514,23841.0
IND18A,1515353402256,23742.0
IND18A,1515356996221,23805.0
IND18A,1515360596549,23816.0
IND18A,1515364204451,23720.0
IND18A,1515367797749,23757.0
IND18A,1515371401301,23787.0
IND18A,1515375003783,23707.0
IND18A,1515378600679,23775.0
IND18A,1515382205085,23809.0
IND18A,1515385805269,23896.0
IND18A,1515389395803,23969.0
IND18A,1515392999686,24010.0
IND18A,1515396604530,24070.0
IND18A,1515400196864,24090.0
IND18A,1515403805126,24175.0
IND18A,1515407400743,24265.0
IND18A,1515411003138,24298.0
IND18A,1515414603203,24364.0
IND18A,1515418204374,24446.0
IND18A,1515421800302,24377.0
IND18A,1515425404970,24283.0
IND18A,1515428999559,24322.0
IND18A,1515432596835,24227.0
IND18A,1515436203079,24296.0
IND18A,1515439803151,24386.0
IND18A,1515443397949,24331.0
IND18A,1515447002606,24265.0
IND18A,1515450599000,24255.0
IND18A,1515454204832,24334.0
IND18A,1515457796369,24354.0
IND18A,1515461398357,24355.0
IND18A,1515465003474,24372.0
IND18A,1515468600533,24443.0
IND18A,1515472203143,24464.0
IND18A,1515475796860,24503.0
IND18A,1515479402064,24422.0
IND18A,1515483003986,24402.0
IND18A,1515486600976,24428.0
IND18A,1515490199349,24424.0
IND18A,1515493801702,24520.0
IND18A,1515497396003,24444.0
IND18A,1515500997670,24464.0
IND18A,1515504600329,24511.0
IND18A,1515508199522,24576.0
IND18A,1515511798209,24574.0
IND18A,1515515404155,24564.0
IND18A,1515519001068,24501.0
IND18A,1515522595918,24422.0
IND18A,1515526202124,24512.0
IND18A,1515529795837,24451.0
IND18A,1515533404940,24375.0
IND18A,1515537004140,24332.0
IND18A,1515540600830,24347.0
IND18A,1515544196964,24381.0
IND18A,1515547804865,24435.0
IND18A,1515551401768,24368.0
IND18A,1515554999102,24398.0
IND18A,1515558596914,24417.0
IND18A,1515562200430,24491.0
IND18A,1515565803209,24435.0
IND18A,1515569401466,24473.0
IND18A,1515572996801,24538.0
IND18A,1515576598190,24447.0
IND18A,1515580196367,24451.0
IND18A,1515583803323,24386.0
IND18A,1515587396488,24301.0
IND18A,1515590998008,24340.0
IND18A,1515594604934,24349.0
IND18A,1515598202692,24415.0
IND18A,1515601804838,24479.0
IND18A,1515605403867,24532.0
IND18A,1515609005425,24486.0
IND18A,1515612595779,24490.0
IND18A,1515616205045,24489.0
IND18A,1515619797458,24559.0
IND18A,1515623400735,24506.0
IND18A,1515626999246,24468.0
IND18A,1515630598472,24529.0
IND18A,1515634199601,24602.0
IND18A,1515637800217,24649.0
IND18A,1515641396999,24649.0
IND18A,1515645001437,24649.0
IND18A,1515648596117,24586.0
IND18A,1515652201682,24519.0
IND18A,1515655800536,24505.0
IND18A,1515659397387,24421.0
IND18A,1515663003415,24498.0
IND18A,1515666604501,24594.0
IND18A,1515670202630,24574.0
IND18A,1515673800229,24506.0
IND18A,1515677404857,24477.0
IND18A,1515680995722,24413.0
IND18A,1515684596530,24431.0
IND18A,1515688199620,24451.0
IND18A,1515691800151,24463.0
IND18A,1515695398961,24553.0
IND18A,1515699000931,24533.0
IND18A,1515702598080,24605.0
IND18A,1515706203095,24649.0
IND18A,1515709799524,24558.0
IND18A,1515713399629,24600.0
IND18A,1515716999815,24649.0
IND18A,1515720599385,24578.0
IND18A,1515724202265,24649.0
IND18A,1515727802732,24623.0
IND18A,1515731396195,24551.0
IND18A,1515735003559,24486.0
IND18A,1515738599645,24399.0
IND18A,1515742204409,24437.0
IND18A,1515745795993,24489.0
IND18A,1515749396997,24403.0
IND18A,1515753004633,24378.0
IND18A,1515756595891,24333.0
IND18A,1515760195828,24288.0
IND18A,1515763805122,24230.0
IND18A,1515767403249,24240.0
IND18A,1515771005079,24163.0
IND18A,1515774598973,24080.0
IND18A,1515778199876,24170.0
IND18A,1515781797647,24242.0
IND18A,1515785396745,24318.0
IND18A,1515788999334,24351.0
IND18A,1515792599776,24377.0
IND18A,1515796201276,24356.0
IND18A,1515799798135,24361.0
IND18A,1515803399770,24314.0
IND18A,1515806996175,24221.0
IND18A,1515810603991,24226.0
IND18A,1515814202396,24142.0
IND18A,1515817800190,24063.0
IND18A,1515821403193,24147.0
IND18A,1515824997051,24136.0
IND18A,1515828600683,24220.0
IND18A,1515832196450,24195.0
IND18A,1515835799470,24252.0
IND18A,1515839404013,24242.0
IND18A,1515843001711,24210.0
IND18A,1515846601568,24298.0
IND18A,1515850200167,24245.0
IND18A,1515853799515,24228.0
IND18A,1515857401281,24202.0
IND18A,1515860999243,24134.0
IND18A,1515864602009,24202.0
IND18A,1515868202606,24267.0
IND18A,1515871796194,24267.0
IND18A,1515875398961,24297.0
IND18A,1515878999154,24271.0
IND18A,1515882597784,24280.0
IND18A,1515886197372,24355.0
IND18A,1515889801114,24300.0
IND18A,1515893397354,24355.0
IND18A,1515897001334,24383.0
IND18A,1515900597748,24475.0
IND18A,1515904205318,24437.0
IND18A,1515907803378,24370.0
IND18A,1515911398863,24319.0
IND18A,1515915003114,24374.0
IND18A,1515918601442,24293.0
IND18A,1515922198343,24302.0
IND18A,1515925797874,24356.0
IND18A,1515929404311,24273.0
IND18A,1515932996947,24341.0
IND18A,1515936600080,24317.0
IND18A,1515940199867,24307.0
IND18A,1515943797678,24304.0
IND18A,1515947403752,24229.0
IND18A,1515950996299,24157.0
IND18A,1515954601838,24200.0
IND18A,1515958204316,24131.0
IND18A,1515961797900,24178.0
IND18A,1515965398132,24249.0
IND18A,1515969002874,24226.0
IND18A,1515972603719,24181.0
IND18A,1515976201537,24144.0
IND18A,1515979803549,24083.0
IND18A,1515983395591,24080.0
IND18A,1515987004306,24042.0
IND18A,1515990604550,23966.0
IND18A,1515994203654,23961.0
IND18A,1515997798280,24055.0
IND18A,1516001398038,24021.0
IND18A,1516004997521,24025.0
IND18A,1516008603622,24006.0
IND18A,1516012203786,23974.0
IND18A,1516015798025,23929.0
IND18A,1516019403541,23839.0
IND18A,1516023004048,23818.0
IND18A,1516026598498,23742.0
IND18A,1516030203403,23728.0
IND18A,1516033805197,23761.0
IND18A,1516037401951,23858.0
IND18A,1516041004498,23824.0
IND18A,1516044599604,23911.0
IND18A,1516048203134,23883.0
IND18A,1516051804474,23854.0
IND18A,1516055403219,23881.0
IND18A,1516058996983,23959.0
IND18A,1516062603193,24043.0
IND18A,1516066201360,24070.0
IND18A,1516069797772,24150.0
IND18A,1516073400850,24218.0
IND18A,1516077001062,24253.0
IND18A,1516080601723,24191.0
IND18A,1516084201914,24162.0
IND18A,1516087797147,24185.0
IND18A,1516091401369,24278.0
IND18A,1516095002673,24318.0
IND18A,1516098602501,24417.0
IND18A,1516102197107,24390.0
IND18A,1516105804256,24347.0
IND18A,1516109397822,24412.0
IND18A,1516113000001,24499.0
IND18A,1516116604950,24489.0
IND18A,1516120203859,24539.0
IND18A,1516123799115,24508.0
IND18A,1516127395626,24500.0
IND18A,1516130998104,24415.0
IND18A,1516134604706,24515.0
IND18A,1516138198234,24474.0
IND18A,1516141800790,24432.0
IND18A,1516145402266,24361.0
IND18A,1516148998826,24348.0
