id,time,vol,ph,solids,hardness,oil,bod
IND118B,1514690999464,1308.0,6.0,29.9,49.0,8.0,2.5
IND118B,1514694599226,1280.0,6.0,30.9,49.0,4.2,0.2
IND118B,1514698196765,0.0,0.0,0.0,0.0,0.0,0.0
IND118B,1514701802418,0.0,0.0,0.0,0.0,0.0,0.0
IND118B,1514705402388,0.0,0.0,0.0,0.0,0.0,0.0
IND118B,1514708997785,0.0,0.0,0.0,0.0,0.0,0.0
IND118B,1514712597548,0.0,0.0,0.0,0.0,0.0,0.0
IND118B,1514716196287,0.0,0.0,0.0,0.0,0.0,0.0
IND118B,1514719804226,0.0,0.0,0.0,0.0,0.0,0.0
IND118B,1514723395979,0.0,0.0,0.0,0.0,0.0,0.0
IND118B,1514727002920,0.0,0.0,0.0,0.0,0.0,0.0
IND118B,1514730603009,0.0,0.0,0.0,0.0,0.0,0.0
IND118B,1514734200690,0.0,0.0,0.0,0.0,0.0,0.0
IND118B,1514737800241,0.0,0.0,0.0,0.0,0.0,0.0
IND118B,1514741396139,1520.0,6.0,21.9,49.0,2.0,4.0
IND118B,1514744999756,1460.0,6.0,25.7,49.0,2.0,3.7
IND118B,1514748599381,1482.0,6.0,28.7,49.0,6.0,4.0
IND118B,1514752199168,1500.0,6.0,30.4,53.4,3.2,4.0
IND118B,1514755804303,1469.0,5.8,25.5,57.1,4.0,2.4
IND118B,1514759399556,1565.0,6.0,28.8,59.8,3.0,0.2
IND118B,1514762997984,1647.0,5.9,30.2,62.2,2.0,4.0
IND118B,1514766599214,1596.0,5.8,32.9,64.4,2.0,0.8
IND118B,1514845800397,1004.0,6.0,39.1,62.8,13.0,1.0
IND118B,1514849398768,975.0,6.0,35.7,63.0,8.1,4.0
IND118B,1514853000626,969.0,6.0,38.9,61.9,3.9,4.0
IND118B,1514856602160,1056.0,5.8,37.8,57.0,8.3,0.4
IND118B,1514860200323,1009.0,5.8,36.1,61.8,11.5,3.2
IND118B,1514863803441,958.0,6.0,36.7,63.2,8.4,4.0
IND118B,1514867405155,1003.0,5.8,40.2,58.7,6.1,2.8
IND118B,1514870995892,0.0,0.0,0.0,0.0,0.0,0.0
IND118B,1514874603017,0.0,0.0,0.0,0.0,0.0,0.0
IND118B,1514878200897,0.0,0.0,0.0,0.0,0.0,0.0
IND118B,1514881801455,0.0,0.0,0.0,0.0,0.0,0.0
IND118B,1514885396036,0.0,0.0,0.0,0.0,0.0,0.0
