id,time,vol,ph,solids,hardness,oil,bod
IND79B,1514658601608,359.0,7.0,29.0,84.0,5.0,7.0
IND79B,1514662203615,390.0,6.7,29.7,85.9,6.4,4.3
IND79B,1514665801049,390.0,6.5,28.2,83.0,4.0,4.8
IND79B,1514669405237,382.0,6.5,32.3,85.6,7.4,3.2
IND79B,1514673004251,355.0,6.4,32.6,89.4,5.3,5.5
IND79B,1514676603222,350.0,6.2,29.6,87.4,9.4,4.1
IND79B,1514680202110,341.0,6.2,30.5,85.9,5.0,7.7
IND79B,1514683796031,378.0,6.5,33.3,85.8,4.0,3.3
IND79B,1514687396446,390.0,6.1,36.0,85.7,4.0,5.0
IND79B,1514691002055,328.0,5.8,32.9,86.6,4.0,4.1
IND79B,1514694604527,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514698201399,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514701803771,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514705398615,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514708997832,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514712603972,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514716199813,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514719797756,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514723399285,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514727002395,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514730605267,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514734196831,390.0,5.8,31.2,81.4,11.0,0.2
IND79B,1514737804756,328.0,5.8,27.7,82.3,6.8,1.5
IND79B,1514741402551,328.0,5.8,29.3,83.5,4.0,4.2
IND79B,1514744998988,328.0,6.0,32.9,83.5,4.9,0.3
IND79B,1514748597882,390.0,5.8,28.5,88.3,9.3,0.2
IND79B,1514752203432,390.0,6.3,28.4,90.1,11.0,0.2
IND79B,1514755796898,375.0,6.6,28.0,87.2,11.0,0.2
IND79B,1514759402953,390.0,6.6,30.0,89.0,11.0,5.1
IND79B,1514762999320,387.0,6.2,33.9,86.7,7.3,7.2
IND79B,1514766598609,390.0,5.8,33.3,91.5,10.9,5.9
IND79B,1514770198059,368.0,5.8,31.1,96.3,11.0,1.1
IND79B,1514773803000,347.0,6.0,27.1,94.2,11.0,0.2
IND79B,1514777398698,348.0,5.8,26.7,93.2,11.0,0.2
IND79B,1514781000279,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514784601568,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514788201045,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514791797038,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514795396334,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514799001123,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514802603696,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514806202599,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514809804176,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514813398934,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514816997275,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514820595466,328.0,6.4,26.4,88.0,11.0,15.3
IND79B,1514824195769,328.0,6.6,22.4,89.0,11.0,11.7
IND79B,1514827799696,340.0,6.2,27.1,89.8,11.0,12.0
IND79B,1514831399866,328.0,5.9,26.1,88.0,7.7,11.2
IND79B,1514834997756,358.0,5.8,25.1,85.4,4.9,7.8
IND79B,1514838596515,390.0,5.8,27.5,86.3,9.6,4.8
IND79B,1514842201272,343.0,5.8,32.3,83.7,7.8,7.9
IND79B,1514845804467,360.0,6.2,27.7,80.6,7.6,8.8
IND79B,1514849402710,373.0,6.6,32.6,80.5,6.2,12.6
IND79B,1514852999248,335.0,6.4,31.4,83.1,8.3,9.3
IND79B,1514856597543,372.0,6.1,33.5,78.6,10.8,9.1
IND79B,1514860204526,328.0,6.3,33.2,75.8,11.0,7.3
IND79B,1514863804483,328.0,6.0,37.4,73.7,10.8,7.7
IND79B,1514867404990,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514871003351,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514874602420,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514878199150,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514881801874,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514885396040,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514889003889,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514892602134,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514896199631,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514899799943,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514903396259,0.0,0.0,0.0,0.0,0.0,0.0
IND79B,1514906998972,390.0,6.1,52.1,78.9,11.0,12.5
IND79B,1514910597453,390.0,6.0,53.2,76.6,7.1,11.2
IND79B,1514914197511,328.0,5.8,50.1,76.0,9.5,6.4
IND79B,1514917805178,328.0,5.8,55.0,75.3,4.9,1.9
IND79B,1514921397857,328.0,6.0,53.9,72.8,4.3,4.8
IND79B,1514925000404,371.0,6.5,50.6,77.0,6.1,0.2
