id,time,vol,ph,solids,hardness,oil,bod
IND45B,1514658604452,3742.0,5.0,66.0,67.0,4.0,2.0
IND45B,1514662198851,3810.0,5.8,62.6,69.4,7.5,0.2
IND45B,1514665797220,3770.0,5.8,58.0,66.7,10.4,0.2
IND45B,1514669404695,3692.0,5.8,56.0,70.1,6.1,4.7
IND45B,1514672996746,3687.0,5.8,56.0,68.5,10.7,7.0
IND45B,1514676599166,3781.0,5.8,56.0,66.2,9.3,3.1
IND45B,1514680201579,3702.0,5.8,57.6,70.4,7.4,4.9
IND45B,1514683801751,3668.0,6.2,61.0,71.9,6.2,6.2
IND45B,1514687399441,3668.0,6.0,56.3,75.8,6.7,3.9
IND45B,1514690999261,3668.0,6.2,60.3,75.6,8.2,5.2
IND45B,1514694600735,3668.0,6.5,59.2,80.6,7.5,3.5
IND45B,1514698201418,3668.0,6.7,60.3,75.7,11.6,8.2
IND45B,1514701801688,3729.0,6.9,57.0,73.6,7.2,12.8
IND45B,1514705400002,3668.0,7.4,56.0,75.2,5.6,11.8
IND45B,1514709001998,3668.0,7.1,56.0,72.8,1.5,10.5
IND45B,1514712600048,3749.0,7.1,58.3,74.0,0.0,7.6
IND45B,1514716200838,3750.0,6.9,58.6,76.7,0.0,3.1
IND45B,1514719802173,3728.0,6.8,57.2,79.7,1.3,5.2
IND45B,1514723404856,3752.0,7.2,57.2,74.9,3.2,8.3
IND45B,1514726998444,3668.0,7.5,56.0,75.2,0.9,8.3
IND45B,1514730603636,3737.0,7.5,58.9,75.1,0.0,4.9
IND45B,1514734196001,3668.0,7.9,59.1,77.8,3.7,3.7
IND45B,1514737800527,3720.0,7.6,63.8,77.3,1.5,5.7
IND45B,1514741404449,3782.0,7.4,61.9,74.9,0.0,2.4
IND45B,1514745004732,3783.0,7.7,64.8,75.8,0.0,6.9
IND45B,1514748595701,3787.0,7.7,62.4,74.6,0.0,6.9
IND45B,1514752203158,3803.0,8.2,61.7,70.3,3.8,11.7
IND45B,1514755803639,3779.0,8.0,59.3,70.3,7.0,10.1
IND45B,1514759396826,3816.0,7.9,63.9,67.6,9.3,9.0
IND45B,1514763004782,3796.0,7.5,59.7,72.5,10.6,11.5
IND45B,1514766604627,3802.0,7.7,62.4,73.9,11.0,7.4
IND45B,1514770201093,3816.0,7.3,65.2,73.6,6.9,10.9
IND45B,1514773800271,3816.0,7.1,66.2,74.9,6.6,7.2
IND45B,1514777401687,3719.0,7.5,61.2,71.5,6.9,11.6
IND45B,1514781003775,3730.0,7.3,64.7,74.8,3.9,9.6
IND45B,1514784600374,3770.0,7.6,68.4,71.1,8.2,9.5
IND45B,1514788197611,3816.0,8.1,71.5,67.0,10.5,12.7
IND45B,1514791800010,3808.0,8.3,69.5,65.1,12.9,8.6
IND45B,1514795397874,3708.0,8.1,69.7,65.0,11.5,8.8
IND45B,1514799005415,3679.0,8.2,67.1,68.2,13.0,9.6
IND45B,1514802604560,3668.0,7.8,66.4,67.7,13.0,8.7
IND45B,1514806195638,3668.0,8.0,62.7,68.8,9.3,6.3
IND45B,1514809803305,3668.0,7.5,67.5,67.7,7.7,10.5
IND45B,1514813400020,3668.0,7.5,66.0,65.0,12.7,11.1
IND45B,1514817005203,3738.0,7.9,62.7,66.0,12.5,12.9
IND45B,1514820596969,3804.0,8.1,63.2,65.0,13.0,16.1
IND45B,1514824199761,3751.0,7.9,59.4,69.6,11.6,16.1
IND45B,1514827801088,3816.0,7.5,59.3,69.6,13.0,13.5
IND45B,1514831395484,3755.0,7.3,60.8,71.9,13.0,14.4
IND45B,1514835002485,3765.0,7.3,56.6,76.2,13.0,18.3
IND45B,1514838600123,3816.0,7.3,56.2,80.6,13.0,19.0
IND45B,1514842201515,3816.0,7.7,56.7,76.2,8.9,19.0
IND45B,1514845795874,3816.0,8.0,56.0,78.0,4.7,16.1
IND45B,1514849404668,3816.0,7.6,58.9,76.3,0.4,14.1
IND45B,1514852996968,3816.0,7.1,63.7,74.7,0.0,11.7
IND45B,1514856596316,3803.0,7.0,60.3,74.0,4.4,8.8
IND45B,1514860201314,3816.0,6.5,63.6,73.8,6.7,7.1
IND45B,1514863797269,3816.0,6.0,64.8,76.8,4.1,3.0
IND45B,1514867396780,3816.0,5.9,66.1,73.3,8.8,6.4
IND45B,1514871001190,3764.0,5.8,65.7,68.9,10.0,2.2
IND45B,1514874595655,3725.0,5.8,69.7,73.7,8.1,6.6
IND45B,1514878203399,3717.0,6.1,68.6,76.1,11.7,6.8
IND45B,1514881799197,3755.0,5.8,70.0,75.0,13.0,9.7
IND45B,1514885404468,3687.0,6.1,71.9,70.0,11.6,7.3
IND45B,1514888997040,3717.0,5.8,72.5,65.7,13.0,4.5
IND45B,1514892596746,3668.0,5.9,73.4,65.0,13.0,0.2
IND45B,1514896202210,3755.0,6.3,75.9,67.5,12.5,3.5
IND45B,1514899804927,3738.0,6.3,72.9,72.1,10.7,3.3
IND45B,1514903403839,3668.0,6.2,72.0,76.6,12.0,6.5
IND45B,1514907002939,3692.0,6.7,68.0,77.6,8.1,9.4
IND45B,1514910604694,3668.0,6.4,72.7,79.5,12.6,5.3
IND45B,1514914196484,3733.0,6.7,75.2,84.4,13.0,10.0
IND45B,1514917804678,3799.0,6.9,73.9,85.2,12.9,9.2
IND45B,1514921402951,3808.0,7.2,71.9,85.0,13.0,9.8
IND45B,1514924996628,3715.0,7.3,73.0,88.8,13.0,9.4
IND45B,1514928598353,3746.0,7.6,69.3,92.4,10.7,12.8
IND45B,1514932197145,3816.0,8.1,73.3,96.7,13.0,16.7
IND45B,1514935801580,3816.0,8.4,71.5,95.7,9.8,12.9
IND45B,1514939402410,3759.0,8.4,72.2,94.0,13.0,10.0
IND45B,1514943000774,3713.0,8.8,71.4,89.7,13.0,5.5
IND45B,1514946597009,3734.0,9.2,68.0,84.9,13.0,6.4
IND45B,1514950204652,3791.0,9.6,65.4,80.9,13.0,6.2
IND45B,1514953799208,3774.0,10.0,61.8,81.5,13.0,11.1
IND45B,1514957399093,3816.0,9.9,62.2,82.8,10.9,15.1
IND45B,1514960997444,3786.0,10.0,58.5,85.3,12.9,16.9
IND45B,1514964602619,3759.0,9.7,59.3,89.8,13.0,18.1
IND45B,1514968199487,3816.0,9.9,63.2,90.9,12.0,18.8
IND45B,1514971797412,3816.0,10.0,66.1,91.1,13.0,15.0
IND45B,1514975402751,3756.0,10.0,68.0,94.5,10.4,13.0
IND45B,1514979003230,3816.0,10.0,67.8,90.0,12.8,13.0
IND45B,1514982599604,3780.0,10.0,66.4,94.2,8.7,9.6
IND45B,1514986199560,3790.0,9.9,66.9,91.2,5.9,8.2
IND45B,1514989798510,3717.0,10.0,63.0,92.1,6.2,4.4
IND45B,1514993395980,3741.0,10.0,60.7,93.0,3.6,4.2
IND45B,1514996995436,3696.0,10.0,60.8,89.5,6.0,0.2
IND45B,1515000597833,3742.0,10.0,60.2,90.1,4.7,0.2
IND45B,1515004199729,3750.0,10.0,61.4,87.9,5.4,2.0
IND45B,1515007800702,3787.0,10.0,59.8,91.7,8.3,2.8
IND45B,1515011398623,3816.0,10.0,58.2,93.0,10.1,4.6
IND45B,1515015001522,3721.0,9.9,58.2,91.3,12.3,6.4
IND45B,1515018602070,3809.0,9.4,62.3,88.7,11.7,4.4
IND45B,1515022204368,3719.0,9.0,63.0,84.9,12.1,0.2
IND45B,1515025799175,3777.0,9.2,58.3,89.8,10.4,0.2
IND45B,1515029402032,3681.0,9.3,56.0,92.6,12.9,0.2
IND45B,1515033004339,3769.0,8.9,57.3,88.3,9.3,2.3
IND45B,1515036600031,3690.0,8.9,60.0,83.8,9.1,0.2
IND45B,1515040200368,3668.0,8.8,59.8,79.2,10.9,3.1
IND45B,1515043797231,3737.0,8.6,60.4,75.9,13.0,0.2
IND45B,1515047401114,3722.0,9.1,59.7,76.3,13.0,1.2
IND45B,1515050998731,3762.0,9.4,62.0,80.4,13.0,1.0
IND45B,1515054597528,3779.0,9.8,59.2,76.9,13.0,1.7
IND45B,1515058196434,3680.0,9.8,56.0,74.9,9.2,2.1
IND45B,1515061800068,3709.0,10.0,56.0,79.6,13.0,3.5
IND45B,1515065402804,3686.0,9.9,60.9,77.7,11.4,4.8
