id,time,vol,ph,solids,hardness,oil,bod
IND108B,1514658602763,332.0,9.0,34.0,4.0,3.0,8.0
IND108B,1514662197932,388.0,8.6,29.0,5.4,2.0,11.9
IND108B,1514665797469,388.0,8.8,31.2,2.0,5.1,10.5
IND108B,1514669397093,388.0,8.7,35.9,2.0,5.9,11.7
IND108B,1514672998958,388.0,9.0,35.7,2.0,2.0,10.6
IND108B,1514676605065,332.0,8.7,37.0,6.7,4.8,15.0
IND108B,1514680203814,350.0,8.7,38.4,3.2,2.0,15.0
IND108B,1514683797110,388.0,9.1,41.8,2.0,5.1,15.0
IND108B,1514687402941,388.0,9.2,45.0,2.0,8.5,11.1
IND108B,1514690997314,379.0,9.5,46.8,2.0,9.0,7.6
IND108B,1514694604111,332.0,9.7,47.3,2.0,9.0,10.7
IND108B,1514698196919,348.0,9.6,44.1,2.0,7.1,12.3
IND108B,1514701799205,345.0,9.8,41.9,4.2,7.5,9.3
IND108B,1514705397520,325.0,9.5,41.2,7.1,4.2,4.4
IND108B,1514709002511,290.0,9.1,43.6,8.0,2.6,2.7
IND108B,1514712601533,276.0,8.9,45.7,6.0,4.7,1.0
IND108B,1514716201054,315.0,9.4,41.7,6.8,2.0,1.0
IND108B,1514719796977,276.0,9.9,43.0,8.0,5.0,1.0
IND108B,1514723396269,286.0,9.8,42.5,8.0,2.0,1.0
IND108B,1514727004748,276.0,10.0,40.8,8.0,6.3,1.0
IND108B,1514730599038,276.0,9.8,38.6,6.2,8.3,1.0
IND108B,1514734204579,276.0,9.9,37.5,2.0,6.8,1.0
IND108B,1514737796850,276.0,9.4,42.0,2.0,8.2,1.0
IND108B,1514741395564,276.0,9.5,39.9,2.0,9.0,1.4
IND108B,1514744999009,276.0,9.6,39.9,2.5,7.1,1.8
IND108B,1514748598551,295.0,9.5,35.4,4.5,4.2,1.0
IND108B,1514752201528,276.0,9.0,37.2,7.3,5.5,1.0
IND108B,1514755801256,276.0,8.7,33.0,8.0,4.4,1.0
IND108B,1514759405378,360.0,8.2,32.3,8.0,2.0,2.2
IND108B,1514763004561,310.0,8.5,29.9,6.8,2.0,1.0
IND108B,1514766600799,374.0,8.2,25.3,5.2,2.3,3.4
IND108B,1514770201180,286.0,7.7,28.2,6.9,7.2,3.9
IND108B,1514773799136,276.0,7.8,29.0,8.0,6.4,5.2
IND108B,1514777399796,368.0,7.6,29.8,8.0,9.0,5.8
IND108B,1514781003620,385.0,7.4,28.8,8.0,9.0,5.8
IND108B,1514784597396,388.0,7.3,31.9,5.0,9.0,4.1
IND108B,1514788202140,388.0,7.1,27.1,3.3,9.0,5.7
IND108B,1514791802424,331.0,6.9,24.5,5.5,9.0,1.9
IND108B,1514795397690,319.0,6.7,22.9,2.1,8.0,1.7
IND108B,1514799002241,336.0,6.8,22.3,4.1,9.0,1.0
IND108B,1514802599879,276.0,6.5,21.9,3.8,7.7,1.0
IND108B,1514806198790,276.0,6.8,17.1,8.0,5.5,1.0
IND108B,1514809798595,365.0,6.4,16.0,3.2,8.5,1.0
IND108B,1514813397124,292.0,6.1,16.6,2.0,7.0,4.4
IND108B,1514816997814,276.0,6.6,18.0,3.0,9.0,6.3
IND108B,1514820598200,332.0,7.1,16.1,2.0,5.9,3.1
IND108B,1514824201476,335.0,7.1,16.3,2.5,9.0,5.2
IND108B,1514827798163,299.0,7.6,15.2,6.8,4.6,2.7
IND108B,1514831399536,303.0,7.4,10.5,3.9,2.0,1.0
IND108B,1514835000555,344.0,7.3,13.3,8.0,2.5,5.5
IND108B,1514838596662,388.0,7.4,11.8,8.0,2.2,6.5
IND108B,1514842196657,388.0,7.1,9.2,3.0,6.3,2.5
IND108B,1514845797403,349.0,7.2,5.1,6.3,5.9,1.0
IND108B,1514849395757,375.0,7.4,4.0,3.8,5.3,5.4
IND108B,1514853004482,388.0,7.5,6.2,4.0,6.4,3.0
IND108B,1514856596168,386.0,7.1,6.3,4.9,9.0,1.0
IND108B,1514860203476,388.0,6.9,10.1,4.7,4.8,1.2
IND108B,1514863799905,364.0,7.0,11.8,3.9,2.0,4.2
IND108B,1514867398434,350.0,7.3,8.0,7.2,2.0,1.0
IND108B,1514871001680,387.0,7.3,7.8,8.0,2.0,1.0
IND108B,1514874598950,388.0,7.8,8.6,8.0,2.0,1.7
IND108B,1514878199528,388.0,7.7,8.8,4.1,4.4,6.0
IND108B,1514881804436,355.0,7.6,6.4,2.0,4.1,8.1
IND108B,1514885395910,388.0,7.8,7.9,6.3,4.5,9.3
IND108B,1514888998511,366.0,7.4,5.0,4.7,2.0,5.7
IND108B,1514892600632,287.0,7.2,5.3,4.8,3.2,7.6
IND108B,1514896200183,379.0,6.8,4.6,8.0,2.8,7.3
IND108B,1514899801384,283.0,7.2,5.8,5.0,5.9,12.2
IND108B,1514903397824,319.0,7.5,8.7,2.0,2.4,7.7
