id,time,vol,ph,solids,hardness,oil,bod
IND105B,1514658596795,5595.0,5.0,80.0,75.0,4.0,7.0
IND105B,1514662203347,5638.0,5.8,79.0,72.0,4.0,4.0
IND105B,1514665802545,5639.0,5.8,79.0,76.5,4.0,4.0
IND105B,1514669405296,5546.0,6.2,82.3,76.5,4.0,4.0
IND105B,1514673004553,5622.0,6.3,81.8,75.3,4.0,4.0
IND105B,1514676599544,5608.0,6.8,80.8,78.4,4.0,5.8
IND105B,1514680198648,5582.0,6.3,83.7,73.8,4.0,9.5
IND105B,1514683796074,5662.0,6.4,81.9,71.6,1.0,7.1
IND105B,1514687397421,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514690997083,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514694597532,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514698201691,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514701800758,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514705399667,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514708998851,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514712598538,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514716197183,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514719801974,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514723398033,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514727004607,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514730601463,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514734196254,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514737799775,5826.0,6.9,87.9,100.9,3.6,11.9
IND105B,1514741399125,5857.0,6.7,88.5,99.1,0.3,7.0
IND105B,1514744996416,5798.0,7.1,83.8,103.8,0.0,4.4
IND105B,1514748604199,5734.0,7.2,86.5,102.7,2.8,4.1
IND105B,1514752200246,5725.0,7.5,85.2,105.5,2.8,4.0
IND105B,1514755801095,5706.0,7.8,81.8,103.5,1.6,6.9
IND105B,1514759402795,5787.0,8.2,82.7,103.5,0.0,4.6
IND105B,1514763001597,5881.0,8.0,87.0,99.5,0.0,7.7
IND105B,1514766603506,5956.0,7.6,91.2,97.9,0.2,11.5
IND105B,1514770198980,5967.0,7.3,93.7,97.3,0.0,15.1
IND105B,1514773796975,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514777397040,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514781005330,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514784604476,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514788200001,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514791800961,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514795403396,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514798998930,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514802597835,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514806201444,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514809798907,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514813397978,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514816995463,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514820598205,0.0,0.0,0.0,0.0,0.0,0.0
IND105B,1514824204746,6196.0,8.1,91.5,77.7,2.0,10.1
IND105B,1514827796986,6265.0,8.0,95.7,81.4,2.0,5.5
IND105B,1514831398786,6339.0,7.9,91.8,81.2,4.0,5.6
IND105B,1514834999733,6389.0,8.2,89.0,85.7,0.4,5.3
IND105B,1514838596648,6488.0,8.7,84.8,83.2,3.5,5.4
IND105B,1514842202474,6453.0,8.7,83.9,84.0,0.0,4.0
