id,time,vol,ph,solids,hardness,oil,bod
IND116B,1514658596072,9058.0,6.0,50.0,52.0,7.0,1.0
IND116B,1514662199317,9086.0,5.8,50.0,54.5,10.1,0.2
IND116B,1514665803022,9130.0,6.1,46.7,53.2,11.3,0.8
IND116B,1514669404456,9161.0,5.8,44.6,54.4,12.0,3.1
IND116B,1514673003076,9205.0,6.1,46.0,53.8,12.0,4.0
IND116B,1514676598404,9131.0,5.8,48.6,51.9,12.0,7.9
IND116B,1514680203452,9117.0,5.8,47.0,49.8,8.7,10.0
IND116B,1514683799028,9134.0,5.9,43.3,53.8,4.8,5.7
IND116B,1514687397858,9232.0,5.8,48.0,58.3,5.3,7.7
IND116B,1514690999702,9230.0,5.8,44.7,55.1,8.9,10.0
IND116B,1514694598380,9322.0,5.8,49.7,55.1,11.9,5.6
IND116B,1514698199603,0.0,0.0,0.0,0.0,0.0,0.0
IND116B,1514701801509,0.0,0.0,0.0,0.0,0.0,0.0
IND116B,1514705403466,0.0,0.0,0.0,0.0,0.0,0.0
IND116B,1514709003687,0.0,0.0,0.0,0.0,0.0,0.0
IND116B,1514712598700,0.0,0.0,0.0,0.0,0.0,0.0
IND116B,1514716201654,0.0,0.0,0.0,0.0,0.0,0.0
IND116B,1514719800193,0.0,0.0,0.0,0.0,0.0,0.0
IND116B,1514723401593,0.0,0.0,0.0,0.0,0.0,0.0
IND116B,1514727003464,0.0,0.0,0.0,0.0,0.0,0.0
IND116B,1514730604899,0.0,0.0,0.0,0.0,0.0,0.0
IND116B,1514734197598,9466.0,7.6,52.9,55.2,12.0,5.2
IND116B,1514737795951,9382.0,7.9,49.9,50.4,11.2,7.2
IND116B,1514741401013,9421.0,7.6,54.4,53.3,12.0,2.8
IND116B,1514745000969,9490.0,7.1,51.7,58.1,12.0,5.2
IND116B,1514748601380,9545.0,7.6,47.2,61.9,12.0,0.4
IND116B,1514752202312,9579.0,7.8,50.6,58.4,12.0,0.2
IND116B,1514755805263,9569.0,7.6,53.3,63.4,12.0,3.3
IND116B,1514759403241,9503.0,7.4,48.7,65.8,9.0,4.0
IND116B,1514762999052,9490.0,7.8,51.6,67.1,12.0,3.5
IND116B,1514766601766,9434.0,7.8,49.6,67.2,12.0,4.0
IND116B,1514770199878,9494.0,8.2,51.7,66.7,11.0,2.4
IND116B,1514773796773,9494.0,8.6,52.5,62.3,12.0,7.1
