id,time,vol,ph,solids,hardness,oil,bod
IND65B,1514658602451,799.0,8.0,5.0,63.0,9.0,5.0
IND65B,1514662199435,848.0,8.0,5.1,60.1,8.5,3.0
IND65B,1514665803304,809.0,7.6,8.4,57.8,7.5,7.4
IND65B,1514669403557,733.0,7.3,12.8,62.3,5.0,3.7
IND65B,1514672996319,826.0,7.7,15.4,67.1,5.0,7.7
IND65B,1514676597292,747.0,7.8,12.2,67.6,5.0,10.0
IND65B,1514680198272,657.0,7.7,9.6,62.7,5.0,9.7
IND65B,1514683801941,619.0,8.1,7.0,58.6,5.0,8.0
IND65B,1514687395529,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514691001086,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514694600228,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514698197500,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514701805218,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514705396979,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514708998724,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514712601662,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514716204324,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514719804317,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514723402032,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514727000686,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514730597991,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514734202804,789.0,8.9,5.4,71.8,7.4,9.9
IND65B,1514737798926,882.0,9.4,5.3,73.4,11.4,10.0
IND65B,1514741403795,836.0,9.0,4.0,76.3,12.2,7.2
IND65B,1514744998427,765.0,8.9,4.0,75.4,16.4,8.7
IND65B,1514748604700,769.0,9.2,4.0,79.2,18.0,7.5
IND65B,1514752204594,830.0,9.0,8.3,75.6,17.9,8.3
IND65B,1514755798805,772.0,9.0,10.6,73.1,13.5,8.0
IND65B,1514759399021,741.0,8.7,8.0,73.6,16.8,10.0
IND65B,1514763002449,815.0,8.9,12.3,70.9,18.0,9.8
IND65B,1514766595893,795.0,8.8,15.0,71.2,18.0,9.8
IND65B,1514770200270,706.0,8.3,11.0,70.8,16.2,10.0
IND65B,1514773801390,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514777402893,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514780998608,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514784604667,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514788198482,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514791803629,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514795395536,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514799002634,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514802600204,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514806202337,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514809797361,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514813403675,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514817002788,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514820601499,947.0,9.3,5.1,65.2,10.6,3.0
IND65B,1514824198357,1045.0,9.3,9.9,62.9,6.6,4.0
IND65B,1514827796016,1138.0,9.5,5.3,60.7,10.4,6.6
IND65B,1514831405154,1075.0,10.0,8.3,60.1,13.5,8.1
IND65B,1514834997101,1145.0,9.8,9.9,59.3,12.0,9.4
IND65B,1514838595708,1170.0,9.8,14.6,59.1,13.8,10.0
IND65B,1514842198575,1269.0,9.8,11.7,58.4,16.0,9.4
IND65B,1514845804481,1283.0,9.6,12.3,56.4,18.0,9.1
IND65B,1514849397229,1312.0,9.2,16.4,51.6,18.0,5.3
IND65B,1514852995930,1312.0,9.4,14.2,50.8,18.0,3.0
IND65B,1514856604973,1221.0,9.0,14.7,53.8,15.8,3.0
IND65B,1514860195519,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514863803090,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514867399974,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514871000114,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514874602218,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514878197381,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514881803351,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514885403402,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514888997602,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514892602706,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514896198230,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514899800319,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514903399403,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514907000550,1279.0,9.9,19.5,22.2,9.2,5.1
IND65B,1514910596321,1298.0,10.0,15.1,21.3,11.6,5.1
IND65B,1514914197761,1312.0,9.9,17.5,21.0,11.5,6.8
IND65B,1514917803449,1312.0,10.0,21.9,21.0,14.3,10.0
IND65B,1514921402721,1312.0,10.0,26.8,23.6,16.6,10.0
IND65B,1514925003556,1269.0,10.0,30.4,23.8,13.9,8.4
IND65B,1514928595903,1178.0,10.0,28.2,23.3,11.8,10.0
IND65B,1514932199508,1267.0,9.9,25.7,23.2,12.8,5.2
IND65B,1514935796499,1312.0,10.0,29.9,26.3,16.8,8.3
IND65B,1514939402335,1312.0,10.0,32.2,21.6,16.4,9.0
IND65B,1514942997869,1251.0,10.0,33.9,21.0,13.4,5.7
IND65B,1514946601971,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514950200641,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514953799668,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514957401294,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514961002898,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514964597454,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514968198727,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514971796073,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514975397358,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514986198838,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514989801510,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1514993404537,1218.0,9.4,42.1,34.4,15.5,6.6
IND65B,1514997001313,1241.0,9.9,40.1,33.1,16.5,7.4
IND65B,1515000597375,1271.0,9.8,43.2,28.2,17.9,3.4
IND65B,1515004198201,1302.0,9.9,42.8,30.1,13.6,4.3
IND65B,1515007800220,1312.0,9.6,46.2,34.1,15.7,3.0
IND65B,1515011403705,1269.0,9.6,44.1,38.9,18.0,3.2
IND65B,1515015002785,1312.0,9.3,40.7,38.9,15.7,3.0
IND65B,1515018598716,1312.0,9.8,41.8,35.2,12.3,6.3
IND65B,1515022202456,1294.0,9.8,40.7,31.9,7.5,9.4
IND65B,1515025804435,1280.0,10.0,40.5,31.6,5.0,10.0
IND65B,1515029403130,1312.0,10.0,45.3,35.8,5.0,6.0
IND65B,1515032998626,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1515036603181,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1515040201771,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1515043802922,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1515047398211,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1515050997932,0.0,0.0,0.0,0.0,0.0,0.0
IND65B,1515054601058,0.0,0.0,0.0,0.0,0.0,0.0
