id,time,vol,ph,solids,hardness,oil,bod
IND115B,1514658602571,2525.0,5.0,38.0,5.0,8.0,6.0
IND115B,1514662198319,2599.0,5.8,41.9,9.1,6.0,5.3
IND115B,1514665803879,2698.0,5.8,41.8,12.8,8.7,8.0
IND115B,1514669395805,2650.0,6.1,46.3,8.2,8.9,10.3
IND115B,1514673003509,2651.0,5.8,49.6,7.7,11.0,10.1
IND115B,1514676599691,2611.0,5.9,46.8,7.0,11.0,9.8
IND115B,1514680202897,2582.0,5.8,43.3,8.6,11.0,5.6
IND115B,1514683804211,2616.0,5.8,39.7,12.3,8.2,8.3
IND115B,1514687401096,2609.0,6.1,36.4,15.7,4.0,3.6
IND115B,1514690998217,2699.0,6.0,35.9,19.8,4.0,4.6
IND115B,1514694598107,2642.0,5.8,37.3,18.8,4.1,1.0
IND115B,1514698204092,2664.0,6.3,39.4,13.9,4.0,1.6
IND115B,1514701803006,2641.0,6.3,38.7,13.1,4.0,3.6
IND115B,1514705404695,2670.0,6.4,37.0,16.4,5.8,1.7
IND115B,1514709004345,2680.0,6.0,34.0,18.8,4.0,1.0
IND115B,1514712596790,2758.0,5.8,34.6,21.6,6.8,4.4
IND115B,1514716204659,2674.0,5.8,37.9,17.6,9.6,1.0
IND115B,1514719796198,2753.0,5.8,42.3,14.7,4.6,1.0
IND115B,1514723404884,2842.0,5.8,42.3,16.4,6.3,4.0
IND115B,1514727005236,2934.0,5.8,40.9,17.3,7.0,5.6
IND115B,1514730603848,2980.0,6.0,44.9,19.1,5.1,5.8
IND115B,1514734204743,3064.0,5.8,46.5,20.5,5.7,2.5
IND115B,1514737799571,3130.0,6.3,51.2,19.5,4.7,1.0
IND115B,1514741404840,3073.0,5.9,47.8,18.5,6.2,1.0
IND115B,1514745004670,3143.0,6.1,46.1,20.7,9.7,1.0
IND115B,1514748597054,3049.0,6.6,46.6,19.2,5.0,1.7
IND115B,1514752196769,2980.0,6.3,48.0,23.4,6.7,2.1
IND115B,1514755800104,2919.0,6.0,45.2,21.6,7.2,1.0
IND115B,1514759396619,2998.0,5.8,41.9,23.6,4.0,1.0
IND115B,1514763004227,2948.0,5.8,41.7,28.6,4.0,3.8
IND115B,1514766603308,2961.0,5.8,46.2,31.8,4.0,1.0
IND115B,1514770197611,2873.0,5.8,48.1,35.2,4.0,2.7
IND115B,1514773798834,2802.0,5.8,46.5,37.1,7.2,5.4
IND115B,1514777396990,2731.0,5.8,42.8,34.6,6.9,9.5
IND115B,1514781005345,2739.0,5.8,47.7,31.9,4.5,7.1
IND115B,1514784599899,2689.0,5.8,43.8,30.4,4.0,9.3
IND115B,1514788204972,2608.0,6.3,45.9,26.3,6.6,13.1
IND115B,1514791796008,2611.0,6.2,46.9,26.0,10.0,12.7
IND115B,1514795403858,2575.0,6.2,45.1,30.8,11.0,15.0
IND115B,1514799000226,2527.0,5.8,40.3,34.1,9.7,15.0
IND115B,1514802603476,2542.0,5.8,37.9,30.2,11.0,15.0
IND115B,1514806199423,2509.0,6.0,35.8,35.1,11.0,15.0
IND115B,1514809797106,2494.0,5.8,32.8,34.1,10.1,15.0
IND115B,1514813402670,2556.0,5.8,37.5,39.0,8.5,15.0
IND115B,1514817001044,2495.0,5.8,33.8,43.4,11.0,14.0
IND115B,1514820599296,2396.0,5.8,31.1,47.2,11.0,12.3
IND115B,1514824202869,2298.0,5.8,35.0,44.9,11.0,13.3
IND115B,1514827800671,2376.0,5.8,37.5,41.1,11.0,15.0
IND115B,1514831399002,2288.0,5.8,37.7,46.1,9.9,10.4
IND115B,1514835001308,2382.0,5.8,35.2,42.3,8.9,5.9
IND115B,1514838604834,2397.0,6.3,35.4,45.3,8.6,3.9
IND115B,1514842205414,2402.0,6.1,38.1,44.5,11.0,2.0
IND115B,1514845801879,2418.0,6.2,40.2,43.9,7.0,2.4
IND115B,1514849404309,2320.0,6.4,38.6,44.6,7.1,1.0
IND115B,1514852998210,2336.0,6.9,37.1,47.6,10.2,3.2
IND115B,1514856604981,2272.0,6.6,39.3,50.0,10.5,7.8
IND115B,1514860200876,2361.0,6.4,41.4,45.6,11.0,9.7
IND115B,1514863802287,2290.0,6.2,38.8,42.8,6.4,14.2
IND115B,1514867397984,2213.0,6.0,41.6,41.7,4.0,15.0
IND115B,1514871003555,2138.0,5.8,37.6,44.6,7.6,13.7
IND115B,1514874597517,2179.0,5.8,36.0,41.2,8.0,15.0
IND115B,1514878198897,2198.0,5.8,33.4,41.7,10.5,11.1
IND115B,1514881801640,2227.0,5.8,30.9,43.7,11.0,14.7
IND115B,1514885404790,2172.0,6.3,26.9,43.0,6.4,15.0
IND115B,1514889004208,2134.0,6.2,29.0,47.1,4.0,11.4
IND115B,1514892596003,2095.0,6.3,29.6,42.4,4.0,14.5
IND115B,1514896197018,2058.0,6.6,33.1,44.5,4.0,10.2
IND115B,1514899799353,2154.0,7.1,28.7,43.9,8.6,6.0
IND115B,1514903404828,2198.0,7.1,27.4,44.4,11.0,8.9
IND115B,1514906998960,2150.0,7.5,29.9,39.7,10.8,8.2
IND115B,1514910602342,2183.0,7.5,29.0,35.0,8.6,10.2
IND115B,1514914198261,2230.0,7.9,28.2,39.5,8.5,14.8
IND115B,1514917796812,2188.0,7.4,29.7,36.3,6.6,15.0
IND115B,1514921400163,2135.0,7.3,26.5,38.9,4.0,13.6
IND115B,1514924996912,2126.0,7.8,23.9,35.4,7.5,11.9
IND115B,1514928599321,2122.0,7.5,27.4,35.9,7.8,10.3
IND115B,1514932202267,2166.0,7.2,31.8,32.5,4.0,12.6
IND115B,1514935804011,2242.0,7.2,31.0,36.3,4.0,14.8
IND115B,1514939404683,2151.0,6.9,35.9,39.2,6.9,15.0
IND115B,1514943000388,2157.0,7.3,31.9,39.4,10.3,15.0
IND115B,1514946604167,2186.0,7.4,36.4,36.8,7.3,13.2
IND115B,1514950202296,2139.0,6.9,32.1,32.1,6.9,15.0
IND115B,1514953801055,2156.0,7.1,28.3,27.3,4.3,10.3
IND115B,1514957402008,2062.0,7.5,29.2,31.3,7.5,6.8
IND115B,1514960998768,1984.0,7.7,25.9,27.0,6.6,4.3
IND115B,1514964600989,1959.0,7.3,25.3,26.0,4.2,1.0
IND115B,1514968203668,2022.0,7.5,30.0,26.1,6.9,1.0
IND115B,1514971799030,1970.0,7.0,34.5,23.1,6.3,5.7
IND115B,1514975398487,1920.0,6.7,30.2,24.9,4.0,1.0
IND115B,1514979002078,2009.0,6.9,35.2,29.6,8.4,1.0
IND115B,1514982599205,1993.0,7.3,35.7,24.6,9.9,5.8
IND115B,1514986199942,2054.0,7.5,39.7,20.6,7.2,5.9
IND115B,1514989796337,2070.0,7.1,42.8,25.4,6.2,1.7
IND115B,1514993400993,2134.0,7.4,44.1,21.8,5.9,1.0
IND115B,1514996995824,2064.0,7.2,42.8,25.5,4.0,5.2
IND115B,1515000603805,2087.0,7.6,39.9,24.1,8.6,2.7
IND115B,1515004198931,2181.0,8.0,39.2,23.6,5.8,4.3
IND115B,1515007805327,2236.0,8.0,35.0,28.0,7.8,3.6
IND115B,1515011400403,2142.0,8.0,31.1,27.0,6.1,3.8
IND115B,1515015005399,2237.0,8.4,33.3,30.0,4.9,5.5
IND115B,1515018601654,2167.0,8.5,36.7,30.9,8.5,1.6
IND115B,1515022197633,2110.0,8.3,32.1,35.2,11.0,1.0
IND115B,1515025796078,2125.0,8.6,34.9,30.2,6.4,1.0
IND115B,1515029399420,2031.0,8.8,35.2,25.9,4.0,1.0
IND115B,1515033002514,1989.0,8.9,30.5,28.7,5.4,1.8
IND115B,1515036600869,1992.0,8.6,33.8,28.0,6.1,5.1
IND115B,1515040199269,2038.0,8.6,36.0,30.6,6.5,2.0
IND115B,1515043799948,2120.0,8.7,39.7,31.0,10.2,1.0
IND115B,1515047401444,2209.0,8.9,38.9,31.8,8.3,1.0
IND115B,1515051004456,2241.0,8.5,40.6,36.1,11.0,4.1
IND115B,1515054597484,2333.0,9.0,42.7,38.7,8.1,5.4
IND115B,1515058198870,2381.0,9.4,41.9,40.4,11.0,2.8
IND115B,1515061796329,2377.0,9.3,38.7,42.0,6.2,1.0
IND115B,1515065398586,2386.0,9.6,42.9,42.7,11.0,2.5
IND115B,1515069004667,2429.0,9.9,46.7,40.5,11.0,3.4
IND115B,1515072603978,2482.0,10.0,49.8,40.2,6.5,4.2
IND115B,1515076204306,2567.0,10.0,53.6,44.2,6.9,4.8
