id,time,vol,ph,solids,hardness,oil,bod
IND103B,1514658599245,3643.0,6.0,95.0,36.0,3.0,0.0
IND103B,1514662199035,3638.0,6.4,93.7,35.6,2.8,1.7
IND103B,1514665799314,3736.0,6.1,92.6,38.0,0.4,0.2
IND103B,1514669398269,3767.0,5.8,91.1,37.9,3.7,1.7
IND103B,1514673001343,3851.0,6.0,87.0,38.5,6.3,1.5
IND103B,1514676605020,3840.0,6.0,86.2,33.9,5.2,2.7
IND103B,1514680199365,3850.0,6.4,88.3,33.0,1.4,0.2
IND103B,1514683801748,3773.0,6.8,92.2,36.8,0.0,3.4
IND103B,1514687396745,3787.0,7.3,87.6,39.9,3.4,5.0
IND103B,1514691003589,3731.0,7.6,85.4,43.0,4.7,6.0
IND103B,1514694605076,3680.0,7.8,87.0,43.4,5.4,1.3
IND103B,1514698202006,3643.0,7.8,91.9,39.2,2.3,5.9
IND103B,1514701803435,3695.0,7.5,92.3,35.6,5.1,4.0
IND103B,1514705396934,3597.0,7.0,90.6,40.5,4.7,3.5
IND103B,1514709004343,3677.0,6.8,86.1,39.8,2.0,1.1
IND103B,1514712595906,3702.0,6.5,89.1,44.2,4.0,0.2
IND103B,1514716201941,3692.0,6.6,90.4,43.3,8.6,0.6
IND103B,1514719804977,3771.0,6.2,88.3,46.0,6.2,0.2
IND103B,1514723403383,3831.0,6.4,85.1,47.2,10.7,0.2
IND103B,1514727004605,3926.0,6.0,83.4,49.8,12.0,0.2
IND103B,1514730596376,3957.0,5.8,80.9,53.6,7.4,0.2
IND103B,1514734205068,3905.0,6.3,81.8,54.4,8.6,0.6
IND103B,1514737798062,3924.0,6.2,84.9,57.2,10.8,0.2
IND103B,1514741399068,3906.0,6.0,84.7,55.8,8.5,3.0
IND103B,1514745002761,3889.0,5.8,87.8,59.2,11.0,0.2
IND103B,1514748600652,3791.0,5.8,92.3,59.7,12.0,0.2
IND103B,1514752196777,3731.0,6.0,92.8,57.3,12.0,0.2
IND103B,1514755801334,3727.0,6.2,92.6,54.5,12.0,4.5
IND103B,1514759396653,3787.0,5.8,92.8,54.0,10.8,4.1
IND103B,1514762999785,3824.0,5.8,92.4,51.2,10.5,6.0
IND103B,1514766598055,3770.0,6.3,90.2,50.6,6.9,6.0
IND103B,1514770197796,3712.0,6.1,92.0,50.0,9.1,6.0
IND103B,1514773801900,3749.0,6.0,95.8,54.6,8.6,6.0
IND103B,1514777400366,3758.0,6.2,96.6,59.3,5.6,1.5
IND103B,1514781004585,3780.0,5.8,96.5,60.6,2.2,0.2
IND103B,1514784604658,3837.0,5.8,99.8,59.3,0.0,2.0
IND103B,1514788203312,3924.0,5.8,101.9,56.7,0.0,5.3
IND103B,1514791796871,3979.0,6.0,97.5,56.3,4.2,1.3
IND103B,1514795396866,3949.0,5.8,100.0,53.1,0.0,5.4
IND103B,1514799001517,3854.0,5.8,98.6,49.8,1.5,6.0
IND103B,1514802601445,3821.0,5.9,99.0,50.5,6.4,6.0
IND103B,1514806195955,3781.0,6.1,102.3,45.9,5.1,6.0
IND103B,1514809803189,3818.0,5.9,102.7,43.2,2.7,6.0
IND103B,1514813398357,3799.0,5.8,101.6,43.7,6.0,6.0
IND103B,1514816998696,3748.0,5.9,100.4,47.2,7.4,6.0
IND103B,1514820602178,3752.0,5.8,105.4,43.8,6.5,6.0
IND103B,1514824199147,3842.0,6.0,102.7,39.2,2.2,6.0
IND103B,1514827796154,3757.0,5.8,100.4,40.2,2.5,4.0
IND103B,1514831401018,3851.0,5.9,96.8,43.1,0.2,6.0
