id,time,vol,ph,solids,hardness,oil,bod
IND30B,1514658599068,1028.0,7.0,23.0,40.0,2.0,5.0
IND30B,1514662204485,1123.0,7.0,24.8,39.4,1.0,7.9
IND30B,1514665797220,1158.0,6.8,24.8,41.5,3.5,4.5
IND30B,1514669402715,1130.0,7.1,23.2,40.3,1.0,8.6
IND30B,1514673000938,1092.0,6.7,27.9,36.7,1.0,4.9
IND30B,1514676595703,1012.0,6.6,25.8,39.0,2.8,9.2
IND30B,1514680202080,950.0,6.5,29.3,40.8,6.1,6.3
IND30B,1514683797188,853.0,7.0,24.9,41.1,8.5,6.0
IND30B,1514687399764,774.0,7.2,25.6,43.0,3.7,5.1
IND30B,1514691000122,807.0,7.1,25.7,44.2,5.3,4.4
IND30B,1514694598950,828.0,6.8,27.7,44.1,7.1,5.4
IND30B,1514698198665,911.0,7.1,23.5,48.3,5.4,3.0
IND30B,1514701797081,925.0,7.1,27.2,44.5,8.3,5.9
IND30B,1514705402798,906.0,7.2,29.6,45.5,3.7,7.9
IND30B,1514708999943,857.0,7.1,33.1,50.4,8.6,12.7
IND30B,1514712599587,899.0,6.8,29.1,48.8,7.6,15.6
IND30B,1514716202814,980.0,6.5,28.3,49.6,7.7,14.6
IND30B,1514719804037,962.0,6.9,31.1,49.4,6.1,10.7
IND30B,1514723405096,891.0,7.4,29.0,50.8,9.7,13.0
IND30B,1514727004942,795.0,7.4,28.9,52.2,4.9,16.0
IND30B,1514730595943,823.0,7.0,27.6,55.7,6.5,15.6
IND30B,1514734200850,736.0,6.9,31.7,56.3,9.0,11.9
IND30B,1514737797871,746.0,6.9,33.1,52.4,10.6,11.7
IND30B,1514741399654,743.0,7.2,38.1,50.3,11.0,8.0
IND30B,1514745002397,669.0,7.3,42.8,50.5,10.6,6.8
IND30B,1514748596763,640.0,7.6,41.2,54.1,10.6,9.3
IND30B,1514752197477,709.0,7.8,40.2,49.9,11.0,11.6
IND30B,1514755805257,757.0,7.3,43.8,50.6,11.0,14.5
IND30B,1514759400920,691.0,7.3,46.3,55.4,11.0,15.9
IND30B,1514763001416,692.0,7.8,41.8,57.6,11.0,15.6
IND30B,1514766600467,610.0,7.7,43.4,58.2,11.0,12.0
IND30B,1514770203946,529.0,7.5,41.7,56.3,11.0,11.8
IND30B,1514773799508,549.0,7.5,44.4,61.0,7.7,16.0
IND30B,1514777397604,520.0,7.4,46.7,62.1,7.9,13.1
IND30B,1514781005143,592.0,7.1,43.6,59.6,4.5,16.0
IND30B,1514784603658,649.0,6.7,46.1,62.5,3.9,13.8
IND30B,1514788198558,609.0,6.4,43.2,57.7,7.8,14.9
IND30B,1514791797784,516.0,6.1,43.3,54.4,11.0,16.0
IND30B,1514795398990,514.0,5.8,46.0,57.9,11.0,13.2
IND30B,1514799001214,603.0,5.8,45.1,54.7,11.0,16.0
IND30B,1514802603718,514.0,5.9,41.5,49.8,11.0,12.3
IND30B,1514806201669,552.0,6.2,41.5,50.5,11.0,13.0
IND30B,1514809799977,645.0,6.0,39.7,47.2,10.5,15.5
IND30B,1514813400686,721.0,5.8,34.8,46.9,11.0,16.0
IND30B,1514816997084,788.0,5.9,33.1,49.5,11.0,15.7
IND30B,1514820597481,764.0,5.8,31.4,52.9,7.4,16.0
IND30B,1514824203482,850.0,6.0,28.7,53.1,3.1,11.6
IND30B,1514827804401,802.0,6.2,29.0,48.9,7.5,7.2
IND30B,1514831402820,717.0,6.0,27.1,46.9,6.9,8.2
IND30B,1514834997846,734.0,5.8,25.7,49.0,11.0,7.4
IND30B,1514838602134,644.0,6.0,28.5,51.9,10.6,5.5
IND30B,1514842195652,584.0,6.4,30.0,49.5,11.0,6.1
IND30B,1514845796692,565.0,6.9,27.0,46.7,11.0,3.0
IND30B,1514849398064,593.0,7.2,23.7,42.9,9.2,3.0
IND30B,1514852996322,519.0,7.2,26.4,38.8,7.5,3.0
IND30B,1514856601825,514.0,7.6,22.1,35.8,10.1,6.7
IND30B,1514860199346,615.0,8.0,26.4,34.3,11.0,7.7
IND30B,1514863801756,550.0,8.0,25.4,34.6,11.0,4.3
IND30B,1514867397351,598.0,7.7,26.1,38.9,11.0,3.0
IND30B,1514871000650,636.0,7.7,25.7,38.6,11.0,3.0
IND30B,1514874601224,548.0,7.2,28.8,39.3,11.0,7.3
IND30B,1514878197476,549.0,7.3,26.2,39.9,9.6,3.0
IND30B,1514881804128,638.0,7.6,23.9,38.2,6.3,7.0
IND30B,1514885402285,591.0,7.1,27.1,42.8,9.9,9.1
IND30B,1514888999025,584.0,7.3,29.0,43.3,6.7,12.3
IND30B,1514892602591,538.0,7.7,24.1,44.2,2.4,11.0
IND30B,1514896195688,522.0,8.0,26.5,42.2,1.0,8.1
IND30B,1514899800975,514.0,7.6,26.7,44.2,1.7,5.1
IND30B,1514903405003,562.0,7.5,23.4,45.7,1.0,8.4
IND30B,1514906996939,514.0,7.5,24.7,45.2,1.0,8.6
IND30B,1514910603582,577.0,7.8,25.4,45.5,4.4,11.9
IND30B,1514914197588,549.0,7.8,22.4,42.8,9.2,14.2
IND30B,1514917797844,514.0,7.8,21.4,42.4,8.8,16.0
IND30B,1514921403349,514.0,7.5,26.4,40.8,4.5,11.9
IND30B,1514924995539,516.0,7.6,25.0,39.0,3.5,7.4
IND30B,1514928602914,514.0,7.6,23.9,35.5,1.0,5.0
IND30B,1514932202495,514.0,7.9,26.0,35.0,1.0,6.6
IND30B,1514935801389,519.0,8.0,26.3,34.5,1.0,10.4
IND30B,1514939396152,514.0,8.0,29.8,30.4,1.0,13.3
IND30B,1514943000130,533.0,7.6,31.3,27.9,1.0,15.0
IND30B,1514946596111,514.0,7.3,36.1,32.1,3.4,12.4
IND30B,1514950202228,514.0,7.3,34.6,27.8,4.4,10.3
IND30B,1514953804050,514.0,7.3,36.9,32.0,8.3,6.7
IND30B,1514957405264,514.0,6.8,34.3,30.5,4.8,7.4
IND30B,1514961003816,567.0,7.3,32.9,26.8,3.2,10.9
IND30B,1514964599823,514.0,7.4,37.2,22.4,2.9,15.2
IND30B,1514968195575,599.0,7.7,34.1,17.6,1.0,16.0
IND30B,1514971804393,617.0,7.5,38.8,18.1,1.0,16.0
IND30B,1514975404466,546.0,7.7,34.1,16.4,1.0,16.0
IND30B,1514979000435,514.0,8.0,31.0,12.9,1.0,12.5
IND30B,1514982596352,593.0,8.0,31.7,8.6,1.0,9.5
IND30B,1514986204810,654.0,8.0,32.8,10.9,1.0,11.8
IND30B,1514989804631,724.0,8.0,36.5,6.4,1.0,15.6
IND30B,1514993402392,816.0,8.0,33.9,3.2,1.0,16.0
IND30B,1514997001270,803.0,7.5,35.6,6.6,1.0,16.0
IND30B,1515000596372,759.0,7.5,39.4,6.1,4.8,12.3
IND30B,1515004195745,803.0,7.7,38.0,9.2,7.2,12.4
IND30B,1515007799496,838.0,7.4,37.2,7.9,9.8,13.0
IND30B,1515011400887,780.0,7.3,37.3,7.7,11.0,12.5
IND30B,1515014999452,785.0,7.6,34.2,7.4,8.2,9.1
IND30B,1515018598815,861.0,7.7,38.8,5.6,3.9,10.5
IND30B,1515022199503,830.0,7.5,36.6,4.9,2.4,11.9
IND30B,1515025800528,850.0,7.4,38.2,4.0,2.2,8.7
IND30B,1515029399892,859.0,7.0,36.7,6.1,1.0,6.9
IND30B,1515033004847,883.0,6.8,41.6,6.5,5.4,6.5
IND30B,1515036597866,884.0,6.9,41.8,8.2,2.0,6.3
IND30B,1515040202242,928.0,6.4,41.4,11.5,6.2,3.0
